世界简史,[澳]杰弗里·布莱内(Geoffrey Blainey) / 李鹏程 / 上海三联书店 / 2018-7 / 52.00元,8.7,【作品看点】 ★ 澳大利亚国宝级历史学家屡获赞誉的“经典小书”，多个版本行世，畅销十五年 ★ 从人类走出非洲探索世界开始，450页浓缩数百万年的人类故事 ★...
烧钱,[美]柏桦 / 袁剑、刘玺鸿 / 江苏人民出版社 / 2019-3 / 58.00元,7.7,千百年来，中国人一直以化烧纸扎——特别是纸钱——的方式来祭奠已故亲人、祖先以及神灵。尽管常被指为浪费、淫邪，且曾被官方禁止，但这一民间传统依然长盛不衰。 《...
龙,马小星 / 上海社会科学院出版社 / 2018-8-1 / 45.00元,8.4,暌隔24年，再以新版面世 “世界上真的有龙吗？” 一个千古难解的谜，一本独辟蹊径的书 带上你未曾消失的好奇心，一起去追索中华大地上的真龙 本书是颇为奇特的一...
阿尔比恩的种子,[美]大卫•哈克特•费舍尔 / 王剑鹰 / 广西师范大学出版社 / 2018-7 / 198.00,8.7,▼内容简介 阿尔比恩（Albion），最早有记录的不列颠的名字。 本书从民俗的角度切入，解答一个重大问题，即美国自由体系的决定因素到底是什么。作者认为，16...
蛙,莫言 / 上海文艺出版社 / 2012-10 / 35.00元,8.3,《蛙》是莫言酝酿十余年、笔耕四载、三易其稿，潜心打造的一部触及国人灵魂最痛处的长篇力作，初版于2009年。小说由剧作家蝌蚪写给日本作家杉谷义人的五封书信、四...
蒋介石与现代中国,[美] 陶涵 / 林添贵 / 中信出版社 / 2012-8 / 68.00元,8.6,《蒋介石与现代中国》内容简介：一九四九年两岸分治，此后蒋介石的历史评价始终摆脱不掉“丢掉中国的人”。其专制性格，加上白色恐怖的印象，也似乎掩盖了他的复杂功过...
议程,[法]埃里克·维亚尔 / 孟湄 / 中信出版集团 / 2019-5 / 42.00元,8.1,1933年2月20日，距离国会选举还有两周，德国工商业巨头——欧宝、克虏伯、安联、西门子、巴斯夫、拜耳、爱克发、德律风根、法本等至今依然如雷贯耳的公司的领导...
世界秩序,亨利·基辛格 (Henry Kissinger) / 胡利平 / 中信出版集团股份有限公司 / 2015-8-1 / CNY 68.00,8.4,21世纪全球政治和经济版图发生着怎样的深刻变化？ 后危机时代，在国际事务上呈现出哪些新的挑战？ 中美大国关系迎来怎样新的格局和趋势？ 中国又该如何抓住战略机...
国王神迹,[法] 马克•布洛赫 / 张绪山 / 商务印书馆 / 2018-8 / 158.00,9.3,★法国年鉴历史学派史学大师马克·布洛赫经典之作 ★《国王神迹》研究10-18世纪间英、法两国广泛流行的一种历史现象——国王以触摸为臣民治疗瘰疬病，人们则普遍...
中国史纲,张荫麟 / 上海古籍出版社 / 1999-12-1 / 12.60元,9.1,《中国史纲》内容简介：中国传统学术，经历清后期的低迷徘徊之后，从清末民初起，涌现出了一批大师级的学者。他们以渊深的国学根底，融通中西，不仅擘划了学术研究的新...
DK大历史,[美] 大卫·克里斯蒂安、DK / 徐彬、谭滢、王小琛 / 中信出版社·新思文化 / 2019-5-1 / 248.00,9.8,比尔•盖茨“大历史项目”交卷之作，大历史创始人大卫•克里斯蒂安与DK携手打造 千幅思维导图、CGI、珍贵照片打造的视觉盛宴，一本书“看见”138亿年的万物史...
被淹没与被拯救的,[意] 普里莫·莱维 / 杨晨光 / 三辉图书/中信出版社 / 2017-10 / 45.00元,9.6,◆奥斯维辛最重要的记录者和见证人，意大利国宝级作家，“欧洲最高尚、最不可或缺的作家之一”，卡尔维诺称其为“我们时代最重要、最富有天赋的作家之一” ◆莱维的最...
发现东亚,宋念申 / 新星出版社 / 2018-7-1 / CNY 48.00,7.9,重建常识，以崭新的视角认识今日之东亚与世界格局 【内容简介】 我们今天习以为常的“中国”和“东亚”概念是很晚近的产物，前者在清代才逐渐定型，后者则只是在近1...
万历援朝与十六世纪末的东亚世界,王煜焜 / 上海大学出版社 / 2019-3 / 48.00元,,本书在前人研究的基础上，结合日韩相关史料，通过对万历援朝之役在战前、战时、战后的议和的考察，勾勒出这场战争的实质以及十六世纪末东亚国际关系的实际状况。
上下五千年,林汉达、曹余章 / 少年儿童出版社 / 1991-11-01 / 43.00,8.6,《上下五千年》是一套故事化的历史读物。 在这套书中，作者选择重要和著名的人物和事件，根据史籍材料，加以组织和剪裁，用通俗的现代语言写出来，不加铺叙和描写，基...
三国志（全五册）,[晋] 陈寿 撰、[宋] 裴松之 注 / 中华书局 / 2011-10 / 98.00元,9.3,《三国志》的版本很多，常见的有百衲本、清武英殿刻本、金陵活字本、江南书局刻本，其中百衲本是影印的，其余三种是刻本。当今最为通行的是中华书局新式校点本，它是对...
胭脂与焉支,郑张尚芳 / 上海教育出版社 / 2019-4-26 / 65,9.6,郑张尚芳（1933—2018），著名语言学家，中国社会科学院语言研究所研究员。郑张先生在科研工作之余，2006年开始在新浪博客上撰写博文，颇受好评。郑张先生...
两个世界的战争,[美]安东尼·帕戈登(Anthony Pagden) / 方宇 / 后浪丨民主与建设出版社 / 2018-9 / 110.00元,7.9,“文明冲突论”历史细节版 深刻揭露当今世界政治、宗教冲突的历史根源 2008年荣获美国近东政策研究所图书奖获奖作品 ◎ 编辑推荐 详细解析西方和东方各自的政...
为什么是英国,刘为 / 浙江大学出版社 / 2019-3 / 40.00,8.4,本书为英国史专业学者刘为，以“有限政府为何起源于英国”为主题撰写的小书。从欧洲文明的边缘岛国，到现代国家秩序的楷模，中世纪的英国经历了什么？作者刘为告诉我们...
文明之光（第四册）,吴军 / 人民邮电出版社 / 2017-3 / 69.00元,8.9,计算机科学家吴军博士继创作《浪潮之巅》、《数学之美》之后，将视角拉回到人类文明史，以他独具的观点从对人类文明产生了重大影响却在过去被忽略的历史故事里，选择了...
荣枯鉴,冯道 / 马树全 / 吉林摄影出版社 / 2003-09 / 22.00,8.5,本书是中国历史上最是出现的评述小人“智慧”的专著，作者冯道可称得上官场上一个真正独一无二的奇迹。由于作者特殊经历和小人视角，此书便来的有些份量，用曾国蕃的话...
南宋行暮,虞云国 / 上海人民出版社 / 2018-9 / 55.00,8.3,宋史专家虞云国 细描南宋帝国政治生态，把脉帝制中国专制痼疾 --------------------- 暗弱的君上，酷烈的党禁，轻率的战争，专擅的政治，污...
暮日耀光,韦庆远 / 江苏凤凰文艺出版社 / 2017-3 / 128.00元,9.1,本书不同于前人作品的最大特点，在于作者运用大量罕见的丰富史料，除实录、政书等官方出版品外，引用的私人笔记、文集、书信达150余种，以明代为主的地方志达65种...
文化苦旅,余秋雨 / 东方出版中心 / 2001-4 / 22.00元,7.7,《文化苦旅》是余秋雨的第一部散文合集，所收作品主要包括两部分，一部分是历史、文化散文，散点论述，探寻文化；另一部分是回忆散文。
战国歧途,刘勃 / 百花文艺出版社 / 2019-5-1 / 32,8.9,本书所述自韩、赵、魏三家分晋到秦始皇统一六国的战国历史。作者以《史记》《资治通鉴》《战国策》等史籍为底本，并结合新近考古资料，以年代为经，以国别为纬，考察了...
巨流河,齐邦媛 / 生活·读书·新知三联书店 / 2011-4 / 32.00元,8.9,巨流河，在清代被称为巨流河；哑口海位于台湾南端，是鹅銮鼻灯塔下的一泓湾流。这本书写的是一个并未远去的时代，关于两代人从巨流河到哑口海的故事。那立志将中国建设...
国之枭雄,[澳]张磊夫 / 方笑天 / 江苏人民出版社 / 2018-9 / 88,8.2,数世纪以来，曹操以中国历史上最奸诈者的面目示人。另一方面，曹操生于秩序倾颓的汉末乱世，在一定程度上重建了中国北方大部分地区的政治秩序。他不仅自身是一位优秀的...
激荡三十年（下）,吴晓波 / 中信出版社 浙江人民出版社 / 2008-1 / 42.00,8.9,下卷记载1993-2008年间的企业变革。 作者以写实的手法和犀利的风格，描绘了1993—2007年部分国企和民企在改革和崛起中的艰难历程。其中有柳传志、张...
我们如何走到今天,史蒂文·约翰逊 / 秦启越 / 中信出版社 / 2016-9-20 / CNY 68.00,8.7,《我们如何走到今天：重塑世界的6项创新》这是一本以新颖的眼光重新看待世界本质的科普常识巨著。专注于人类文明史上6种里程碑式的创新发明，审视伟大创意的力量与回...
美丽与哀愁,[瑞典] 皮特·恩格伦 / 陈信宏 / 中信出版社·新思文化 / 2017-11 / 128.00,9.2,他看见，他讲述。一代年轻的生命在死亡的怀抱中奋力燃烧。 …… 这一次，“真实”的战争体验将如雪崩一般轰鸣而来。 《美丽与哀愁：第—次世界大战个人史》是瑞典作...
田园诗与狂想曲,秦晖、金雁 / 语文出版社 / 2010-01-01 / 38.00元,9.3,本书为我国著名思考型学者秦晖的成名之作，初版于1996年。 作者以七十年前毛泽东与梁漱溟之间一次有关中国社会是否存在阶级对立问题的争论为契机，从分析旧中国“...
哇，历史原来可以这样学1,林欣浩 / 四川少年儿童出版社 / 2016-4-1 / 29.8元,8.4,《哇，历史原来可以这样学1》内容简介： 历史应该是有趣的，这就是它本来的面目！国家的机密为什么会和一口铜锅有关？古人为什么不养老虎当宠物？历史上的名人为什么...
春秋大义,熊逸 / 陕西师范大学出版社 / 2007-12 / 49.80元,8.8,《春秋大义:中国传统语境下的皇权与学术》的构架，以上千年的纵深探究历史，不但从中国文化中寻根溯源，还兼涉了西方人类学、宗教学、社会学、心理学，与过去强调“中...
欧罗巴的权力游戏,[英]埃德·韦斯特 / 李芳芳、于洋、王欣宇、毛晓璐 / 广东人民出版社 / 2019-6-1 / 98,,乔治·R.R.马丁风靡全球的畅销小说《冰与火之歌》中充满了隐喻，很多情节设计受到了真实历史的启发，例如中世纪的都铎王朝。其中红色婚礼取自苏格兰历史上的真实事...
流血的仕途,曹昇 / 中信出版社 / 2007-7 / 29.80元,8.1,这本书试图采用镜像法则，站在李斯的角度，以正史记载为基准，正史不到之处，则辅以合理的推断和揣摩，接续空白，贯穿前后，对李斯的一生进行详细还原，使之丰满而完整...
我的世界观,[美] 阿尔伯特•爱因斯坦 / 方在庆 编译 / 中信出版集团·见识城邦 / 2018-11 / 58.00,9.0,我从未试图在任何场合取悦别人。 ——爱因斯坦 爱因斯坦不仅是天才和伟大的科学家，还是思想家和人道主义者、和平主义者。他不受羁绊的独立人格，以及看待问题和处理...
年羹尧之死,郑小悠 / 山西人民出版社 / 2018-3-31 / 46.00元,7.8,内容提要： 本书围绕着年羹尧与雍正君臣关系的演变历程，全面回顾了年羹尧一生从得意到失意的宦海浮沉：年少时科场高中，入仕后步步高升，在胤禛继位过程中发挥重要作...
发现阴阳道,[日]山下克明 / 梁晓弈 / 社会科学文献出版社 / 2019-3 / 62.00元,7.7,受影视、动漫等的影响，阴阳师和阴阳道备受瞩目，操纵式神、与怪搏斗的阴阳师形象深入人心。真实的阴阳道究竟如何？ 在山下克明笔下，阴阳道是与佛教、神道教并列的日...
奥斯曼帝国,[英]卡罗琳·芬克尔 / 邓伯宸、徐大成、于丽 / 民主与建设出版社 / 2019-5-1 / 150,,在16世纪奥斯曼帝国鼎盛时期，它曾是一个横跨欧亚非三大洲的帝国。它的一举一动，对欧亚大陆都有着深远的影响。但它却渐渐衰落，沦为备受欧洲压迫、剥削的“欧洲病夫...
近代中国社会的新陈代谢,陈旭麓 / 上海社会科学院出版社 / 2006-1 / 42.00元,8.9,《近代中国社会的新陈代谢(大学人文社科读本)》博大精深，思辨深邃，凝聚了著名史学家陈百麓先生数十年心血。本书不仅考察了近代社会经济结构和政治结构的变革，而且...
古罗马的日常生活,[意] 阿尔贝托·安杰拉 / 廖素珊 / 社会科学文献出版社 / 2019-1 / 68.00元,8.8,从公元115年的一个再平常不过的早晨开始，阿尔贝托•安吉拉（Alberto Angela）引领读者在古罗马城进行一次非凡的探险之旅。此时罗马帝国正处于权力的...
古代中国的战争之道,"[美]费正清(John K. Fairbank)、[美]小弗兰克·A. 基尔曼(Frank A. Kierman,Jr.) 编著 / 陈少卿 / 后浪丨民主与建设出版社 / 2019-8 / 68.00元",,费正清主编并撰写导论 八位海外汉学家联袂聚焦古代中国的经典战役与战争思想 ◎ 编辑推荐 ☆ 八位海外汉学名家齐聚一堂讲述他们眼中的中国古代战争。 ☆ 全书以...
上帝掷骰子吗?,曹天元 / 北京联合出版公司 / 2013-8-1 / 45.00元,9.2,《上帝掷骰子吗？：量子物理史话（全新修订）》是关于量子论的故事。量子论是一个极为奇妙的理论：从物理角度来说，它在科学家中间引起了最为激烈的争议和关注；从现实...
罗马帝国衰亡史（全6册）,（英）吉本（Gibbon，E.） / 席代岳 / 吉林出版集团有限责任公司 / 2008-4-1 / 360.00,9.2,英国十八世纪史家爱德华•吉本，于游历罗马城废墟时发思古幽情，遂穷毕生之力，勾勒罗马帝国衰亡的历史。其著作上起罗马帝国早期两安东尼朝的黄金时期，直迄东罗马帝国...
一看就停不下来的中国史,最爱君 / 台海出版社 / 2018-10-1 / 59.80元,6.8,硬气文人、戏精政客、失意将军、求生商人、谜案新解。在《一看就停不下来的中国史》中，我们会见到那些留名千古的人物，但读到的不再是猎奇，不再是抽离了人性的空洞规...
美国史（第13版）,[美] 艾伦·布林克利 (Alan Brinkley) / 陈志杰 等 / 北京大学出版社 / 2019-1 / 268.00元,9.5,本书讲述“地理大发现”至今的美国历史。以政治史为经，以经济史、文化史为纬，兼采新文化史、跨国史等多种崭新视角，展现了美国从初生到成长为一个超级大国的历程。本...
拥抱战败,（美）约翰·W·道尔 / 胡博 / 生活·读书·新知三联书店 / 2008-9 / 59.00元,8.9,对日本人而言，直到1952年美国占领期结束，第二次世界大战才真正结束，而战争年代、战败以及被占领时期，给亲历者留下了难以磨灭的印迹。作者试图通过还原社会各阶...
拿破仑大帝,[英] 安德鲁·罗伯茨（Andrew Roberts） / 苏然 / 社会科学文献出版社·甲骨文 / 2016-6-1 / 158.00元,8.7,2014年拿破仑基金会评审团大奖 拿破仑现代传记的权威之作 《拿破仑大帝》是一本关于拿破仑的最新的叙述体传记，作者安德鲁•罗伯茨基于自身的走访、对多国档案的...
寡头,[美] 戴维·霍夫曼 / 冯乃祥、李雪顺、胡瑶 / 上海译文出版社 / 2018-1 / 88.00,8.4,《寡头：新俄罗斯的财富与权力》一书记录了后苏联时代新富阶层的崛起。 从1985年戈尔巴乔夫改革开始，一直到普京上台初期，几个最为瞩目的寡头引领俄罗斯进行了前...
大英图书馆书籍史话,[英]大卫·皮尔森 / 恺蒂 / 译林出版社 / 2019-2 / 128.00,8.4,关于书籍的过去与未来，读这一本就足够了 人类制作书籍的历史，为什么也是一部珍贵的艺术史？ 除了承载文本之外，书籍是不是还传承了其他历史的印记？ 当传统书籍衰...
明代宦官,蔡石山 / 黄中宪 / 浙江大学出版社 / 2019-3 / 58.00,8.3,《明代宦官》全面而详尽介绍了宦官在明朝（1368—1644）扮演的角色。作者从各种一手及二手资料取材写下这本书，试图向读者说明宦官如何渗透包括明朝的宫廷政治...
山居笔记,余秋雨 / 文汇出版社 / 2002-1 / 28.00,7.9,《山居笔记》是余秋雨在1992年至1994年间，全身心地用两年多的时间创作成的，共十一篇文章。写作期间，作者辞去了学院的职务，不再上班；同时写作又与考察联在...
海昏侯刘贺,辛德勇 / 生活·读书·新知三联书店 / 2016-10-1 / CNY 49.00,7.7,作为2015年度全国十大考古发现之一的江西南昌西汉海昏侯墓，出土的大量精美随葬品令人赞叹不已，而墓主人刘贺的传奇经历更为人们所津津乐道。 本书是第一部有关海...
逃避统治的艺术,詹姆士·斯科特 / 王晓毅 / 生活·读书·新知三联书店 / 2016-1-1 / 55.00元,8.7,作者通过东南亚山地的历史指出，国家总是试图将山地的居民集中到平地，从事水稻种植，而山民则通过各种方式来逃避国家的控制。传统的观点将山地的居民看做是落后和野蛮...
费马大定理,Simon Singh / 薛密 / 上海译文出版社 / 2005-05-01 / 33.00,9.0,
权力结构与文化认同,[中]方震华(Cheng-Hua Fang) / 黄庭硕 / 社会科学文献出版社 / 2019-4 / 68.80元,7.0,【内容简介】 本书从描述文官与武官政治权力自唐末至北宋中期的消长过程入手，分析导致双方在文化认同上由模糊转变为严重对立的因素。权力争夺是导致文、武官之间关系...
如果历史是一群喵,肥志 / 黑龙江美术出版社 / 2017-9-28 / CNY 49.00,8.4,《如果历史是一群喵•夏商西周篇》是肥志酝酿许久打造的系列“如果历史是一群喵”中的首册，该书以诙谐幽默又接地气的方式，通俗地讲述了夏商西周多个时期的历史故事，...
中国历史通论,王家范 / 生活·读书·新知三联书店 / 2012-5-1 / 59.00元,9.0,通史的意境，全在通古今之变，历史由此才显示出它的节律脉动，是一个活泼泼跳动着的“集体生命体”，有它特殊的生命历程和内在的新陈代谢机制。本书以勾勒轮廓、阐释整...
摩根财团,[美]罗恩·彻诺(Ron Chernow) / 金立群 / 江苏文艺出版社 / 2014-4-24 / 198.00,8.6,◇关于华尔街，读这本就够！一部恢弘而壮美的华尔街史诗。 ◇美国图书最高奖“国家图书奖”获奖作品，《福布斯》杂志推荐“20本最具影响力的商业著作”之一。 ◇美...
失焦,[匈]罗伯特·卡帕 / 徐振锋 / 广西师范大学出版社 / 2017-10-1 / 52.00,9.1,•一部135相机下的二战史 《失焦》中，卡帕回忆了1942年夏至1945年春他作为随军记者亲历的一系列重要战役——西西里战役、诺曼底登陆、解放巴黎、攻克柏林...
千年金融史,威廉·戈兹曼 / 张亚光、熊金武 / 中信出版集团股份有限公司 / 2017-5-1 / 68,7.9,1著名金融学家阐述7000年来的金融发展，纵贯古今、跨领域、跨文化、多角度阐述金融对人类社会、文明的塑造和推动，总结金融规律，以此推算人类发展，解决现在的社...
声入心通,王东杰 / 北京师范大学出版社 / 2019-3-1 / 88.00元,8.9,国语运动在现代中国影响既深且巨，作者将其纳入20世纪中国整体转型的脉络中，探讨语言和文字改革是如何反映并实际参与了这个过程，又对清末民国的社会文化产生了何种...
郭论,郭德纲 / 湖南文艺出版社 / 2018-9 / 49.80元,7.7,慢火烹茶，解读中国人骨子里的 “忠”与“义”。 拾遗明清历史、解读市井文化、大话经典名著……郭德纲带你品人情冷暖、世态炎凉；观荣辱纷争、死走逃亡。 洞察人生...
南腔北调,郑子宁 / 中国华侨出版社 / 2019-2 / 48.00元,8.0,科学吊打口音地图炮，把方言说得比古代汉语还高级 ◎ 编辑推荐 ☆普通话与汉语拼音是怎么来的？它们合理吗？ ——从南系官话到普通话：国语是如何统一的？ ——汉...
大恶臭,[英]罗斯玛丽·阿什顿 / 乔修峰 / 东方出版社 / 2019-3 / 68,,1858年5-8月，维多利亚时代的伦敦经历酷夏，因大量污水排入泰晤士河，发生了大恶臭（The Great Stink）。作者罗斯玛丽·阿什顿以伦敦大恶臭为背...
中国法律与中国社会,瞿同祖 / 中华书局 / 2003-09-01 / 28.00,9.2,法律与社会有着密不可分的依存关系，它维护了当时社会的制度、道德和伦理等价值观念，也反映了一定时期的社会结构。中国反代法律的主要特征表现在家族主义和阶级概念上...
命运攸关的抉择,[英] 伊恩·克肖 / 顾剑 / 后浪丨浙江人民出版社 / 2017-7 / 88.00元,8.9,作者伊恩·克肖用十个章节的篇幅考察了1940年5月至1941年12月间第二次世界大战中，英国、美国、苏联、德国、意大利和日本等六个主要国家做出的十个互相关联...
《长短经》,"赵蕤 ,李孝国 / 李孝国 / 中国书店出版社 / 2013-1-1 / 98.00元",9.4,《长短经》，是唐朝赵蕤编撰的一部博采众家之长的古代谋略之书。它以谋略为经，历史为纬，交错纵横，蔚然成章。它集历史学、政治学、谋略学、人才学、社会学为一体，以...
世界简史,赫伯特·乔治·威尔斯 / 谢凯 / 民主与建设出版社 / 2015-10-1 / 39.8,7.2,★《世界简史》由林徽因等译介，在中国长销70周年。 ★《世界简史》，全世界狂销200万册，被翻译成30多个国家的文字，50多个版本，可谓是经典中的经典。 ★...
我的前半生(全本)(精),爱新觉罗·溥仪 / 北京联合出版公司 / 2018-8 / 128.00元,8.1,近代史上绝不可跨越的人物，唯一为自己做传的中国皇帝——爱新觉罗·溥仪。 获九项奥斯卡金像奖的电影《末代皇帝》原著，我的前半生（全本） 首次精装修订版本。溥仪...
三案始末,温功义 / 生活·读书·新知三联书店 / 2013-9-1 / CNY 29.00,8.7,本书用不足十万字的篇幅，厘清了明史上最为纠缠繁复又影响最深远的梃击、红丸、移宫三案。而在进入具体的“案情分析”之前，作者从帝权与相权的矛盾入手，到万历“造因...
像自由一样美丽,林达 / 生活·读书·新知三联书店 / 2007-9 / 38.00元,8.8,作者以数十幅“二战”中犹太人集中营被害儿童的幸存画作为主，围绕在苦难中坚守人的尊严、坚持美的创造和智慧的思考这一核心内容，讲述相关背景和有记载的人物及故事，...
全球上瘾,[德] 海因里希·爱德华·雅各布 / 陈琴、俞珊珊 / 广东人民出版社 / 2019-1-1 / 69.00元,7.8,巴尔扎克曾说：“如果没有咖啡，我就无法工作和生活。”咖啡是全球最受欢迎的饮品之一，在很长时期内，咖啡豆曾是世界贸易市场上仅次于原油的重要原料，也拥有着只有少...
大明王朝1566,刘和平 / 花城出版社 / 2016-7 / 88.00元,9.2,编辑推荐 刘和平著的《大明王朝(1566上下)》对宦官的描写真绝！将“王权主义”写到他们骨头里去了。书中有两个最具命运感的人物，一个是海瑞，一个是嘉靖帝，他...
如彗星划过夜空,林达 / 生活·读书·新知三联书店 / 2006-3 / 21.00元,8.9,“近距离看美国”之四《如彗星划过夜空》，依旧是以书信形式来表达内容。全书主要分为两部分：一、通过记述发生在1787年美国费城制宪会议前后的一系列故事，梳理美...
孤城闭,米兰Lady / 江苏凤凰文艺出版社 / 2018-5 / 78.00元,8.9,仁宗盛治，天下雍熙，海晏河清，四海升平。 那一段湮没于尘埃缝隙中的爱情，于故纸堆中散发出沉香—— 原本也可是风流少年郎，或及第登科，或闲云野鹤，却囿于深宫，...
改变近代文明的六种植物,[日]酒井伸雄 / 张蕊 / 重庆大学出版社 / 2019-3 / 59.00元,,·当自然物种与人类文明产生交集，世界发生了什么？ ·《改变近代文明的六种植物》就是一本讲述六种植物扭转近代文明的著作！ 1492年，航海家哥伦布穿越大西洋发...
地理学与生活,[美] 阿瑟·格蒂斯、[美] 朱迪丝·格蒂斯、[美] 杰尔姆·D.费尔曼 / 黄润华、韩慕康、孙颖 / 后浪丨北京联合出版公司 / 2017-4 / 228.00元,9.0,地理学是一门古老的学科，最初仅指地球的绘图与勘查，但发展到今天已经逐渐成为一门范围广泛的学科。本书共十三章，分四篇，囊括自然地理学、人口地理学、文化地理学、...
十字军的故事（全四册）,[日] 盐野七生 / 万翔、杨思敏 / 中信出版集团 / 2017-10 / 148.00元,8.4,【内容简介】 中世纪的晚钟，文艺复兴的黎明。 当人们试图一举解决各种难题时，脑海中首先浮现的就是发动一场战争。 很久以前，一支基督徒组成的军队从欧洲出发前往...
毛泽东选集（第五卷）,毛泽东 / 人民出版社 / 1977年4月 / 0.78元,8.3,在我们的国家里，鉴别资产阶级及资产阶级知识分子在政治上的真假善恶，有几个标准。主要是看人们是否真正要社会主义和真正接受共产党的领导。这两条，他们早就承认了，...
战争与革命中的西南联大,易社强 / 饶佳荣 / 九州出版社 / 2012-3 / 48.00元,8.9,本书由美国的易社强（John Israel）教授倾二十年之力写就，视角独树一帜。何炳棣先生称赞其为“迄今最佳联大校史”。《战争与革命中的西南联大》主体共有四...
慈禧全传,高阳 / 新星出版社 / 2015-6 / 398.00元,9.4,《慈禧全传》是高阳以小说形式全景式描绘晚清社会的一部皇皇巨著，共十册。全书以主要人物慈禧的活动为主线，从咸丰皇帝驾崩热河，慈禧联合恭王，自肃顺为首的顾命大臣...
罗马的崛起,[英] 安东尼·艾福瑞特 / 翁嘉声 / 中信出版集团·新思文化 / 2019-6-1 / 78.00元,,罗马，曾是古代世界数一数二的大帝国。作为人类历史上的庞大政治实体，它曾将大半个欧洲纳入疆域，把地中海变为帝国的内湖；作为西方文明的基石，它的政制、法律、军事...
档案,[英] 蒂莫西·加顿艾什 / 汪仲 / 广西师范大学出版社 / 2015-9-20 / 58.00元,7.7,这是一部跟乔治·奥威尔或约翰·勒卡雷的小说一样扣人心弦、令人不安且具有道德挑战的私人叙述，只不过这里讲述的全部都是真的。★梁文道、刘瑜、熊培云、许知远联袂主...
史记（点校本二十四史修订本）,司马迁 著、裴骃 集解、司马贞 索隐、张守节 正义 / 点校本《史记》修订组 / 中华书局 / 2013-8 / 590.00元,9.7,《史记》是我国第一部纪传体通史，为“二十四史”之首。全书一百三十卷，其记载始于传说中的黄帝，迄于汉武帝时期，被誉为“史家之绝唱，无韵之离骚”。 1959年，...
古拉格之恋,[英] 奥兰多·费吉斯 / 李广平 / 理想国 | 广西师范大学出版社 / 2016-8 / 64.00元,8.6,本书是一个真实的爱情故事，主人公是两位俄国青年，列夫和斯维塔。第二次世界大战把他俩拆散了14年，他们人散心不散，坚守着爱情。列夫在斯大林的劳改营中挣扎求生，...
摩登时代,[英] 保罗·约翰逊 / 秦传安 / 社会科学文献出版社·甲骨文 / 2016-1 / 148.00,8.8,本书英文原名Modern Times: The World from the Twenties to the Nineties ，是保罗·约翰逊较为重要的世...
时间地图,[美] 大卫·克里斯蒂安 / 晏可佳、段炼、房芸芳、姚蓓琴 / 中信出版集团·见识城邦 / 2017-6 / 128.00,8.2,【内容简介】 如果把130亿年比喻成13年的话，那么宇宙大爆炸就发生在13年前，太阳系出现在4.5年前，最早的生命有机体出现在4年前，恐龙大约在3个星期前灭...
国史大纲（上下册）,钱穆 / 商务印书馆 / 2010-12-1 / 92.00元,9.3,《国史大纲(繁体竖排版)(套装上下册)》内容简介：百年前，张之洞尝劝学日：“世运之明晦，人才之盛衰，其表在政，其裹在学。”是时，国势颓危，列强环伺，传统频遭...
全球通史,[美] L. S. 斯塔夫里阿诺斯 / 吴象婴、梁赤民 / 上海社会科学院出版社 / 1999-5 / 20.00元,8.8,斯塔夫里阿诺斯的这部潜心力作自1970年初版问世以来，赞誉如潮，被译成多种语言流传于世，可谓经典之中的经典。第7版在保留原文精华的基础上，融入了时新的研究成...
天意,钱莉芳 / 四川科学技术出版社 / 2011-11 / 18.00元,8.2,三代禅让，商汤伐桀，宗周革命，春秋战国……秦失其鹿，天下英雄共逐之！ 然而又有谁能想到这“其兴也勃焉，其亡也忽焉”的王朝更替背后，竟有一股神秘力量在操...
卢丹的恶魔,[英]阿道司·赫胥黎 / 庄蝶庵 / 北京时代华文书局 / 2018-10 / 88.00元,8.5,*《美丽新世界》《知觉之门》作者、英国文豪阿道司·赫胥黎晚年“知识井喷式”写就的大案纪实作品。他梳理了近300年来针对“卢丹神父附魔案”留下的相关文字资料，...
美国增长的起落,[美]罗伯特·戈登 / 张林山、刘现伟、孙凤仪 / 中信出版集团 / 2018-5 / 128.00元,9.2,在1870年至1970年的一个世纪里，一场经济变革席卷美国，使美国人民的生活水平空前提高。内燃机、电力、电灯、室内管道、汽车、电话、飞机、空调、电视等一系列...
失去名字的女孩,[美]玛莎·霍尔·凯莉 / 高心悦 / 四川文艺出版社 / 2019-5-1 / 52,8.6,守护好心中小小的火种，它将伴你度过艰难时刻 美国豆瓣13万读者评分4星半小说 那年夏天，波兰少女卡茜亚和伙伴们爬上山峰看日出，看到几千难民在山脚下黑暗的田野...
1848,[美]迈克·拉波特（Mike Rapport） / 郭东波、杜利敏 / 上海社会科学院出版社 / 2019-5 / 92.00元,,1848，短暂的“人民之春”，深厚的历史苗圃 1848年，一场革命风暴横扫欧洲。2月，革命圣地巴黎，人民走上街头、筑起街垒，七月王朝统治崩溃。3月，保守秩序...
企鹅欧洲史·中世纪盛期的欧洲,[美]威廉·乔丹 / 傅翀、吴昕欣 / 中信出版集团·新思文化 / 2019-5 / 68.00,,11世纪之初，从地中海到斯堪的纳维亚半岛，农民在不那么肥沃的土地上为领主耕作，罗马式的圆拱教堂零星矗立在大地上。教会对普通人还没有什么控制力，许多王国也尚未...
