征服者：葡萄牙帝国的崛起,[英] 罗杰·克劳利（Roger Crowley） / 陆大鹏 / 社会科学文献出版社 / 2016-12 / CNY 69.00,8.7,通过“地中海史诗三部曲”（《1453》《海洋帝国》《财富之城》），《纽约时报》畅销书作家罗杰•克劳利确立了自己的地位：他是我们这一代研究欧洲伟大航海帝国的卓...
巴黎烧了吗？（精装版）,(美)拉莱·科林斯、(法)多米尼克·拉皮埃尔 / 董乐山 / 译林出版社 / 2015-8 / 58.00,9.0,“巴黎烧了吗？”这是1944年8月25日，巴黎解放那天，阿道夫·希特勒在东普鲁士“狼穴”的地堡里，向他的总参谋长约德尔上将发出的责问。 本书生动而又详细地描...
铁道之旅,[德]沃尔夫冈•希弗尔布施（Wolfgang Schivelbusch） / 金毅 / 世纪文景 | 上海人民出版社 / 2018-7 / 59.00元,8.4,☆铁道、火车、城市、时间、空间……一次19世纪人类精神与工业文明交织的探索旅程。 ☆城市规划、心理学、建筑学、经济学等诸多视角，探索人类工业意识之起源。 -...
拥抱战败,[美] 约翰·W·道尔 / 胡博 / 生活·读书·新知三联书店 / 2015-8 / 70.00元,9.1,本书是作者对第二次世界大战后结束后的日本的杰出研究。书中大量引用日文材料，并有数十幅精心挑选的档案照片。它是关于长达六年之久的美国对日占领最完整、最重要的历...
列奥纳多·达·芬奇传,[美]沃尔特·艾萨克森 / 汪冰 / 中信出版社 / 2018-8 / 99.00,8.9,"""达·芬奇是文艺复兴时期伟大的艺术家与科学家，是影响了世界500多年的“网红”。带着顽皮而执着的热情，达·芬奇孜孜不倦地投入对众多领域的创新研究，包括解剖学..."
国家的常识,[美]迈克尔·罗斯金(Michael G. Roskin) / 杨勇 / 世界图书出版公司 / 2013-4 / 68.00元,8.7,本书通过运用比较政治学的方法，深入浅出地对世界的部分典型国家进行观察和描述，从中选取了英国、法国、德国、日本、俄罗斯、印度、墨西哥、尼日利亚、伊朗这9个国家...
唐朝穿越指南,森林鹿 / 北京联合出版公司 / 2013-1-1 / 35.00,7.8,天涯头条推荐，“考据派”眼中的唐朝真相。 如果有一天，您一睁眼发现自己穿越到了唐朝——不要惊慌，来，拿起这本《唐朝穿越指南》： 先过了语言关，学几句中古汉语...
清代旅蒙商述略,秋原 / 新星出版社 / 2015-5-6 / 32.00元,9.2,《清代旅蒙商述略》的主角“清代旅蒙商”其实是中国传统社会最著名的商帮集团——晋商。谈及中国传统社会的商贾之道和商人集团，晋商都是绕不开的重头戏。明清两朝，特...
财富之城,[英]罗杰·克劳利 / 陆大鹏、张骋 / 社会科学文献出版社 / 2015-2-1 / 58.00元,8.9,地中海史诗系列三部曲的最后一部《财富之城》则可算是威尼斯共和国简史，不过侧重于其在地中海上的外交与战争，尤其是与奥斯曼帝国的对抗。数百年间，威尼斯从礁湖渔村...
袁氏当国,唐德刚 / 广西师范大学出版社 / 2004-11 / 17.00,8.5,《袁氏当国》讲述了袁世凯如何在晚清政府和国民革命军政府之间养敌自重以觊觎总统宝座，宋教仁刺杀案的历史谜团到底暗示了什么真实背景，孙中山的个性对他改造国民党以...
武士的女儿,(美)贾尼斯·宝莫伦斯·二村 / 马霖 / 中信出版社 / 2019-1 / 48.00,8.7,国内首部以女性和留美学生为主体的明治维新史 窥见动荡年代的女性解放和历史滥觞 ..... ............. ※编辑推荐※ ★ 本书是第一本以女性留...
大汗之怒,周思成 / 山西人民出版社 / 2019-3 / 48.00元,7.5,数次遣使，两度出兵。忽必烈执着于征服日本，除了军事野心的驱使，更有着复杂隐秘的政治动机。 著名历史学者刘迎胜、张帆、李新峰、党宝海鼎力推荐。 融合多方视角，...
中国是部金融史,陈雨露、杨忠恕 / 北京联合出版公司 / 2013-3 / 39.50元,7.9,《中国是部金融史》内容简介：中国人民大学校长陈雨露教授全新力作，《世界是部金融史》姊妹篇，透过金融读懂中国三千年把金融那些事儿一次说清楚，三千年来谁著史——...
整个巴黎属于我,[美]莱斯利·M.M.布鲁姆 / 袁子奇 / 中信出版集团 / 2019-1 / 59.8,8.3,【海明威诞辰120周年 重磅纪念】 显微镜视角，细看野生天才的黄金时代！ --------------------------- ==如果可以，谁不想用力喝...
人类的群星闪耀时,茨威格 / 舒昌善 / 生活·读书·新知三联书店 / 2015-6-1 / 28.00元,8.6,三联新版的《人类群星闪耀时》，将是国内迄今为止的最新版本，在广西师大版的基础上再增加两个章节，即将历史时刻特写从原来的12个增加到14个，所涉及的历史人物分...
易中天中华史,"易中天 / 浙江文艺出版社,北京出版社 / 2013-5-1 / CNY 186.00",8.2,《易中天中华史第一部:中华根(套装共7卷)》是当今中国知名度最高、影响力最大的学者易中天，以颠覆传统史学著作的写作方法，优美诗意的语言、独特创新的全球视角创...
完整的天下经验,韦兵 / 北京师范大学出版社 / 2019-5-14 / 58.00元,,本书从观念和实证两方面论述华夏天下世界的多元一体，农耕游牧两个世界，既跌宕互动，又共生共融。阴、阳永远不可能消灭其中一方，中国也是这种夷夏之间对立、互动、互...
圣经与利剑,[美] 巴巴拉·塔奇曼 / 何卫宁 / 上海三联书店 / 2019-4 / 78.00元,8.2,“人类为巴勒斯坦流的血，比为地球上任何地方流的都要多”。起源于巴勒斯坦的犹太人在经历近两千年的流散后，在同一片土地、操着原有的语言重新建国。在这个独一无二的...
紫禁城的黄昏,(英)庄士敦 / 陈时伟 / 山东画报出版社 / 2007-4 / 28.00元,7.8,《紫禁城的黄昏》记述了困居紫禁城中“清室”的黄昏时期——1912年至1924年——从中华民国成立到溥仪出宫期间的历史，庄士敦以帝制向共和的转变为历史背景，以...
长安与河北之间,仇鹿鸣 / 北京师范大学出版社 / 2018-11-1 / 78.00元,9.3,布罗代尔认为，“在谈到各个帝国和它们的兴衰的时侯，也许应该注意到促使这些国家诞生的命运，也就是说，不要混淆时期，不要过早去察觉那些与日俱增后来变得强大的事物...
文明之光（第一册）,吴军 / 人民邮电出版社 / 2014-6-25 / 59.00元,9.0,人类的历史，是从野蛮蒙昧一步步走向文明进步的过程。在文明的进程中，人类创造出多元的文化，它们有着各自的特长。要实现人类和平发展的终极理想，一个重要的前提是承...
南明史,顾诚 / 光明日报出版社 / 2011-8-26 / 88.00元,9.2,本书特点是基本上以大顺军、大西军余部及郑成功等民众抗清斗争为主线；贯串全书的脉络是强调历时二十年的抗清斗争失败的主要原因是抗清势力内部矛盾重重，严重分散，抵...
起源,[美] 大卫·克里斯蒂安 / 孙岳 / 中信出版社·见识城邦 / 2019-4-10 / 68.00,7.5,人类的终极追问中，起源总是一个避不开的问题。 世界上有100多种起源故事，几乎所有的人类文化和宗教传统都有自己的起源故事：《圣经·创世记》上说万事万物是上帝...
无规则游戏,[美]塔米姆·安萨利 / 钟鹰翔 / 浙江人民出版社 / 2018-11 / 79.00元,8.7,塔米姆·安萨利是一位阿富汗裔美国人，他出生和成长在喀布尔，于1964年移居美国，兼有阿富汗和美国两国血统。他讲述的阿富汗故事饱含对故国家园的深切关怀，从局内...
万历十五年,(美) 黄仁宇 / 生活·读书·新知三联书店 / 2015-8 / 40.00,9.0,明万历十五年，即公元1587年，在中国历史上原本是极其普通的年份。作者以该年前后的史事件及生活在那个时代的人物为中心，抽丝剥茧，梳理了中国传统社会管理层面存...
水浒传（全二册）,[明] 施耐庵、罗贯中 / 人民文学出版社 / 1997-1 / 50.60元,8.6,《水浒传》是我国第一部以农民起义为题材的长篇章回小说，是我国文学史上一座巍然屹立的丰碑，也是世界文学宝库中一颗光彩夺目的明珠。数百年来，它一直深受我国人民的...
饥饿的盛世,张宏杰 / 湖南人民出版社 / 2012-10-1 / 39.80元,8.4,乾隆盛世是传统中国的巅峰，GDP占全球三分之一，国库充盈，四海臣服，威加海内，但光鲜的外表却掩盖不了内在的腐烂。中国历史上最缜密、最完善、最牢固的专制统治，...
明朝那些事儿（伍）,当年明月 / 中国友谊出版公司 / 2008-3 / 28.80,8.8,第五部的内容包括两大部分。 第一部分是内争。写严嵩倒台后徐阶、高拱、张居正三个杰出的政治家各施手段，你方唱罢我登场。三人都是实干家，为中兴朝廷呕心沥血；同样...
利奥波德国王的鬼魂,[美] 亚当·霍赫希尔德 / 扈喜林 / 社会科学文献出版社 / 2018-1 / 79.00元,9.1,★★★《纽约时报》上榜图书 ★★★ 美国国家图书评论奖最终入围图书 【内容简介】 19世纪80年代，随着欧洲列强对非洲的瓜分，比利时国王利奥波德二世夺...
联结,[英] 詹姆斯·伯克 / 阳曦 / 北京联合出版公司 / 2019-3-1 / 88,8.0,★ 比尔·盖茨挚爱的作家 ★ 同名纪录片于英国BBC & 美国PBS双台联播，创收视纪录！在英国，每5人就有1人看过 ★ 詹姆斯·伯克拥有当今西方世界最引人...
大秦帝国,孙皓晖 / 河南文艺出版社 / 2008-5-1 / 369.00元,8.7,大秦帝国作为时代精神汇集的帝国，集中地体现了那个时代中华民族的强势生存精神。中华民族的整个文明体系其所以能够绵延如大河奔涌，秦帝国时代开创奠定的强势生存传统...
激荡十年，水大鱼大,吴晓波 / 中信出版社 / 2017-11-1 / CNY 58.00,8.3,【编辑推荐】 知名财经作者吴晓波新作，畅销十年、销量超过两百万册的《激荡三十年》续篇，至此完成改革开放四十年企业史完整记录。 作为时代记录者，吴晓波有意识地...
明朝那些事儿（柒）,当年明月 / 中国海关出版社 / 2009-4 / 29.80元,8.9,明朝最后一位皇帝，自来有许多传说。关于崇祯究竟是一个昏庸无能的皇帝，还是一个力图奋起的人，一直众说纷纭。不管怎么说，这是一个残酷的时代，也是一个精彩的时代。...
天国之秋,[美] 裴士锋 (Stephen R.Platt) / 黄中宪、谭伯牛（校） / 社会科学文献出版社 / 2014-11-10 / 69.00元,8.6,2012年坎迪尔（Cundill Prize）历史奖大奖（世界奖金最高的历史著作奖） 裴士锋生动重现了……十九世纪中叶的太平天国战争。这场战争所夺走的人命之...
无敌舰队,[美] 加勒特·马丁利 / 杨盛翔 / 后浪丨民主与建设出版社 / 2017-12 / 92.00元,8.7,普利策奖获奖历史著作 非虚构历史写作典范 ……………… 普利策奖颁奖辞——本书是一流的历史作品，同时也是高超的文学作品。 ……………… ※编辑推荐※ ☆史料...
拜占庭帝国史,[美] A.A.瓦西列夫 / 徐家玲 / 商务印书馆 / 2019-1 / 138.00,9.8,A.A.瓦西列夫是国际历史学界公认的、20世纪拜占庭历史和文化研究权威之一。其所著《拜占庭帝国史》是在大量分析拜占庭的原始文献的基础上，又充分利用了前人的研...
兴盛与危机,金观涛、刘青峰 / 法律出版社 / 2011-1 / 45.00元,8.7,作者大胆地将系统整体研究方法运用到历史研究中，从中国封建社会延续两千余年与每两三百年爆发一次大动乱之间的关系入手分析，提出中国社会是一个超稳定系统的假说，并...
李鸿章传,梁启超 / 百花文艺出版社 / 2000-5 / 10.00元,8.9,四十年来，中国大事，几无一不与李鸿章有关系。故为李鸿章作传，不可不以作近世史之笔力行之。著者于时局稍有所见，不敢隐讳，意不在古人，在来者也。——梁启超
中国通史,吕思勉 / 上海古籍出版社 / 2009-4-1 / 35.00元,8.9,本书是吕思勉先生史学论著之一，完成于1939年，分上、下两册。上册分门别类地叙述社会经济制度、政治制度和文化学术的发展情况，内容包括婚姻、族制、政体、阶级、...
东京百年史,[美]爱德华·赛登施蒂克 / 谢思远、刘娜 / 上海社会科学院出版社 / 2018-9 / 89.00,7.9,不管哪种语言里，都很难找到一本书像日本研究专家、翻译家爱德华·赛登施蒂克对东京历史的经典叙述那样，不仅充满了一个城市及其国民的精神，而且渗透着作者的智慧。在...
王氏之死,(美)史景迁 / 李孝恺 / 广西师范大学出版社 / 2011-9-30 / 35.00元,7.6,《王氏之死》篇幅不大，再现的是清初山东剡城、淄川农村人民的贫苦生活。主角之一王氏不堪生活的重压，与人私奔，最后却惨死在丈夫手下。 本书作者则一向偏重在文学性...
历代经济变革得失,吴晓波 / 浙江大学出版社 / 2013-8-1 / 42.00,8.6,著名财经作家吴晓波再度发力！ 向钱穆先生之《中国历代政治得失》致敬之作！ 打破时间壁垒，勾勒历代变法全貌！ 探寻中国两千多年来经济变革的得与失！ 如果不研究...
镖人,许先哲 / 北京联合出版公司 / 2019-4 / 42.80元,8.5,
艽野尘梦,陈渠珍 / 西藏人民出版社 / 2009-1 / 29.80,8.9,《艽野尘梦》，作者“追忆西藏青海经过事迹”、取《诗·小雅·小明》“我征租西，至于艽野”之意为书名，含有青藏高原风尘录的意思；艽：荒远。艽野：指青藏高原。在书...
最寒冷的冬天,[美] 大卫·哈伯斯塔姆 / 王祖宁、刘寅龙 / 理想国|台海出版社 / 2017-8-1 / 88.00,8.4,朝鲜战争类图书畅销No.1，美国新任国家安全顾问 精选阅读 沈志华、杨奎松、冯仑、高晓松、梁文道 郑重推荐 ★ 美国知识界对朝鲜战争最深刻的思考。朝鲜战争类...
苏东坡传,林语堂 / 湖南文艺出版社 / 2016-6 / 28.00,8.2,本书讲述的苏东坡是一个秉性难改的乐天派，是悲天悯人的道德家，是散文作家，是新派的画家，是伟大的书法家，是酿酒的实验者，是工程师，是假道学的反对派，是瑜伽术的...
成吉思汗与今日世界之形成,[美] 杰克·威泽弗德 / 温海清、姚建根 / 重庆出版社 / 2017-9-1 / 59.80元,8.3,在全球视野中探寻古老部落首领与现代世界的历史关联 【编辑推荐】 ☆ 世界秩序因他而改变，人类的世界观因他而升华。 ☆ 以人类学的眼光和说故事的独特方式重新诠...
法国文明史,乔治·杜比、罗贝尔·芒德鲁 / 傅先俊 / 东方出版中心有限公司 / 2019-3-1 / 108元,9.1,本书是一部关于法国历史和文明史的经典著作。 自1958年出版以来，多次再版，先后被译成英文、西班牙文、意大利文、波兰文、匈牙利文和日文等多种语言。 本书的叙...
哑舍,玄色 / 长江出版社 / 2011-4 / 23.80元,7.4,热闹与喧嚣的摩登城市，历史在这里无声沉积。那些神话传说中亦真亦假的奇珍异宝，曾一度遗落在历史的长河里。然而，此刻，它们就在这里——名为“哑舍”的古董店。 一...
五胡十六国,[日]三崎良章 / 刘可维 / 商务印书馆 / 2019-1 / 36.00,8.2,用另一种角度讲述分裂时代中的融合，从棱角间，搜寻民族起伏变化的迁徙历史。 ★编辑推荐： 大分裂时代中的融合，可以搜寻到边缘地区民族间起伏斡旋的斗争和生活，帝...
大屠杀与集体记忆,[美] 彼得·诺维克 (Peter Novick) / 王志华 / 译林出版社 / 2019-4 / 78.00,8.6,本书考察了第二次世界大战中纳粹屠杀犹太人事件在美国如何被描述和纪念，从战后年代的低调处理，到1990年代的“大屠杀热”，反映出不同时代中，集体记忆如何因变化...
现代欧洲史（全6卷）,[美] 费利克斯•吉尔伯特（Felix Gilbert） / 中信出版集团·新思文化 | 纸间悦动 / 2016-12 / 398.00,8.9,从文艺复兴到欧盟，全面讲述欧洲500年文明发展历程。美国历史学会首位终身成就奖获得者主编，近10位学术领袖再版修订，史学大家写给普通读者的6卷本欧洲通史。读...
探路之役：1978—1992年的中国经济改革,萧冬连 / 社会科学文献出版社 / 2019-3 / 79.00元,9.2,本书把1978~1992年的经济改革定义为“探路之役”。所谓探路，包含两层意义：一是对改革目标的探索，一是对改革路径的探索。从国际经验看，社会主义国家从计划...
梅特涅：帝国与世界,[德] 沃尔弗拉姆•希曼（Wolfram Siemann） / 杨惠群 / 索·恩 ∣社会科学文献出版社 / 2019-6-8 / 168.00,,他是马克思笔下旧时代的开明专制 领袖，也是基辛格极力推崇的“均势外交”代表人物； . 他的一生既见证了奥地利帝国、哈布斯堡皇朝的兴衰沉浮，也左右了世界秩序的...
全球通史(上),(美)斯塔夫里阿诺斯 / 吴象婴、梁赤民、董书慧、王昶 / 北京大学出版社 / 2006-1-10 / 42.00,9.2,本书分八个部分，四十四个章节，主要讲述了世界历史的进化，世界文明的发展及其对现代社会的影响。作者着眼于全球，侧重于那些有影响的、促进历史发展的历史事件，其中...
恺撒：巨人的一生,[英] 阿德里安·戈兹沃西 / 陆大鹏 / 社会科学文献出版社·甲骨文 / 2016-7 / 89.00元,8.6,他是伟大军事家、仁厚的管理者、精明的立法者、 才思敏捷的作家，大独裁者、风流倜傥的浪子 …… 牛津大学罗马史专家阿德里安•戈兹沃西作品 权威、全面、详细、好...
拿破仑传,[德] 埃米尔·路德维希 / 梁锡江、龚艳、周何法 / 浙江文艺出版社 / 2008-1-1 / 29.80元,8.4,《拿破仑传》是享誉世界的德国传记大师埃米尔·路德维希的代表作，是拿破仑传记中的经典之作，也是迄今为止最权威、最全面的拿破仑生平传记。本书以时间为线索，以史实...
布达佩斯往事,[美] 卡蒂·马顿 / 毛俊杰 / 广西师范大学出版社 / 2016-1 / 59.00,8.0,本书通过冷战时期匈牙利秘密警察长达20年的档案，所揭开的一部隐藏了几十年的家庭历史和时代侧记。 冷战时期，苏联集团中的匈牙利，秘密警察通过庞大的告密网，试图...
万物皆数,[法] 米卡埃尔·洛奈（Mickaël Launay） / 孙佳雯 / 低音·北京联合出版公司 / 2018-12 / 68.00元,8.4,★★★ 已被译为英语、西班牙语、波兰语等6种语言 法国亚马逊科学史分类第1名 获法国数学期刊Tangente图书奖 …………………… ◎ 编辑推荐 ★ 数学...
秦汉魏晋史探微,田余庆 / 中华书局 / 2011-6-1 / 38.00元,9.3,本书探讨了秦汉魏晋南北朝人身依附关系的发展历程，关于曹操的几个问题，东三郡与蜀魏的历史，孙吴建国的道路，北府兵始末等。
记忆的性别,[美] 贺萧（Gail Hershatter） / 张赟 / 人民出版社 / 2017-4-1 / CNY 88.00,9.0,20世纪五六十年代，集体化给中国农村带来了巨大变化，后世著作也对此多有研究论述。然而，中国女性，特别是农村女性，却对此鲜有发声。本书开创性地从性别研究和集体...
1848,[美]迈克·拉波特（Mike Rapport） / 郭东波、杜利敏 / 上海社会科学院出版社 / 2019-5 / 92.00元,,1848，短暂的“人民之春”，深厚的历史苗圃 1848年，一场革命风暴横扫欧洲。2月，革命圣地巴黎，人民走上街头、筑起街垒，七月王朝统治崩溃。3月，保守秩序...
俾斯麦,[德]克里斯托弗·诺恩 / 陈晓莉 / 社会科学文献出版社 / 2018-8 / 69.00,8.8,【帝国英雄？德意志魔鬼？——“铁血宰相”俾斯麦的定调之作！】 · 经常被提起的两位德国政治家，一个是希特勒，另一个就是俾斯麦；人们对前者的评价众口一词，而对...
大国宪制,苏力 / 北京大学出版社 / 2017-11 / 86.00,7.7,中国古代宪制作为持久存在的制度经验，有其自己的逻辑和合理之处。但近年来社科领域特别是法学领域，对于中国自己的制度研究较少。作者从法学、社会学、历史学等多个学...
生活与命运,[俄罗斯] 瓦西里·格罗斯曼 / 力冈 / 广西师范大学出版社 / 2015-8-20 / 118.00元,9.3,★梁文道“最想为读者推荐的一本书”。《纽约时报》《华盛顿邮报》《华尔街日报》《卫报》《世界报》等全球媒体鼎力推荐，欧美书界誉为“当代的《战争与和平》”，“2...
西行漫记,[美] 埃德加·斯诺 / 董乐山 / 生活.读书.新知三联书店 / 1979年 / 1.30元,8.4,作者于1936年6月至10月对中国西北革命根据地进行了实地考察，根据考察所掌握的第一手材料完成了《西行漫记》的写作。斯诺作为一个西方新闻记者，对中国共产党和...
人性中的善良天使,[美]斯蒂芬·平克 / 安雯 / 三辉图书 / 中信出版社 / 2015-7 / CNY 128.00,8.6,【内容简介】 人是一种怎样的混合造物啊！新奇，古怪，混乱，自相矛盾，不可思议！他裁断世上万物，他是微末的蚯蚓、真理的宝库，灌满了谬误和不确定性的阴沟，宇宙的...
切尔诺贝利的回忆,阿列克谢耶维奇 / 王甜甜 / 凤凰出版社 / 2012-1 / 32.80元,8.5,《切尔诺贝利的回忆:核灾难口述史》:1986年4月26日，当切尔诺贝利核电站的反应堆发生爆炸，邻近的白俄罗斯居民失去了一切。一些人当场死亡，更多的人被撤离，...
三案始末,温功义 / 生活·读书·新知三联书店 / 2013-9-1 / CNY 29.00,8.7,本书用不足十万字的篇幅，厘清了明史上最为纠缠繁复又影响最深远的梃击、红丸、移宫三案。而在进入具体的“案情分析”之前，作者从帝权与相权的矛盾入手，到万历“造因...
金与铁,[美] 弗里茨·斯特恩 / 王晨 / 理想国 | 四川人民出版社 / 2018-1-1 / 145.00元,8.7,本书聚焦新德意志帝国建立，一个更广泛的新精英阶层逐渐崛起，政治家俾斯麦与金融家布莱希罗德的关系成了这种重组的缩影。本书是对一系列事件和促成这些事件的利益与情...
第三帝国的兴亡（上中下）,[美] 威廉·夏伊勒 / 董乐山 等 / 世界知识出版社 / 1996-4 / 80.00元,8.8,一想到德国人民，我常常不免黯然神伤，他们作为个人来说，个个可贵，作为整体来说，却又那么可怜……在第三帝国短促的生命的前半期，作者曾在那里生活过，亲眼看到希特...
枪炮、病菌与钢铁,贾雷德·戴蒙德 / 谢延光 / 上海译文出版社 / 2014-8 / 68.00,8.8,为什么小麦和玉米、牛和猪以及现代世界的其他一些“了不起的”作物和牲畜出现在特定地区，而不是出现在其他地区？人们对这个问题的理解至今仍停留在依稀隐约之间。诚然...
这个历史挺靠谱,袁腾飞 / 湖南人民出版社 / 2013-7-1 / CNY 99.00,7.4,《这个历史挺靠谱：袁腾飞讲历史》是《历史是个什么玩意儿》系列的升级珍藏版。本系列开启全民读史新潮流，自问世以来畅销至今，第一册为《这个历史挺靠谱：袁腾飞讲中...
宽容,（美）房龙 / 迮卫/等 / 三联书店 / 1998-06 / 17.80,8.5,在宁静的无知山谷里，人们过着幸福的生活。 永恒的山脉向东西南北各个方向蜿蜒绵亘。 知识的小溪沿着深邃破败的溪谷缓缓地流着。 它发源于...
大唐兴亡三百年（全7册）,王觉仁 / 人民日报出版社 / 2018-11 / 389 元,9.0,唐朝是一个令后人无比向往的伟大朝代，但它近300年错综复杂的历史，也让人望而却步——正史《唐书》《资治通鉴》不但卷帙浩繁，读起来也晦涩难懂；小说《隋唐演义》...
宿命三国,桓大司马 / 九州出版社 / 2018-7 / 45.00,8.0,为什么会有三国？张角欲说还休，汉献帝默然无语。谁来终结三国？荀彧攥紧拳头，诸葛亮仰天长叹。三国大乱，礼崩乐坏，各路英雄纷纷问鼎：维稳者有之；篡国者有之；为生...
十二年故人戏,墨宝非宝 / 江苏凤凰文艺出版社 / 2019-3 / 79.80元,9.0,经年一曲故人戏，你我皆是戏中人。 初遇的傅三爷，是为捧人包下半个场子，喜欢翘着个二郎腿，偏过头去和身边人低语的公子哥。在那灯影里的侧脸，透着一种消沉的风流。...
南渡北归,岳南 / 湖南文艺出版社 / 2015-8-1 / CNY 195.00,8.4,《南渡北归(增订版)(套装共3册)》分为《南渡》《北归》《离别》三部，是著名作家岳南所著首部全景再现20世纪中国最后一批大师命运变迁的史诗巨著。讲述的是上个...
耳语者,奥兰多·费吉斯 / 毛俊杰 / 广西师范大学出版社 / 2014-9-1 / 108.00,8.7,斯大林时代（1924—1953）既是一个全面控制时代的开端，也是它的高潮时刻。经过改造的苏维埃人，既恐惧政治权力，又对它无比崇拜。他们几乎每个人都成了“耳语...
文化苦旅,余秋雨 / 长江文艺出版社 / 2014-2 / 38.00元,8.1,《文化苦旅》一书于1992年首次出版，是余秋雨先生1980年代在海内外讲学和考察途中写下的作品，是他的第一部文化散文集。全书主要包括两部分，一部分为历史、文...
黑旗,[美] 乔比·沃里克 / 钟鹰翔 / 中信出版社 / 2017-1 / 56.00元,8.4,全书分为“扎卡维的崛起”“伊拉克往事”和“伊斯兰国”三卷。当1999年约旦政府特赦一批政治犯时，没人意识到其中那个名叫阿布·穆萨卜·扎卡维的男人，后来会成为...
国史大纲（上下新校本）,钱穆 / 九州出版社 / 2011-7 / 138.00元,9.6,《国史大纲》是钱穆先生最具影响力的代表作品。 《国史大纲》是一部中国通史，力求简要，举其大纲，删其琐节。在不到1000页的篇幅里，其人物之详、事业之备，又显...
资治通鉴,司马光 / 中华书局 / 2009-1 / 136.00元,9.5,《资治通鉴》是司马光及其助刘攽、刘怒、范祖禹等根据大量的史料编纂而成的一部编年体史书，记载了上起周威烈士二十三年（公元前403年），下讫后周世宗显德六年（公...
大国的崩溃,[美] 沙希利·浦洛基 / 宋虹 / 四川人民出版社 天地出版社 / 2017-5 / 58.00元,8.1,1991年苏联的解体无疑是20世纪发生的最重大的事件之一。作者根据最近解密的老布什总统图书馆的绝密档案，包括总统顾问的备忘录和老布什与世界各国领导人的绝密电...
宋徽宗,[美] 伊沛霞 / 韩华 / 理想国 | 广西师范大学出版社 / 2018-8 / 118.00,8.2,【本书看点】 ★ 以现代史家之眼，还原宋徽宗的真实生命历程——抛开中国传统史学符号化的道德指责，伊沛霞教授以“了解之同情”的现代学术立场与现代政治观点，从宋...
明朝那些事儿,当年明月 / 浙江人民出版社 / 2011-12-1 / 208.60,9.2,《明朝那些事儿》这篇文主要讲述的是从1344年到1644年这三百年间关于明朝的一些事情，以史料为基础，以年代和具体人物为主线，并加入了小说的笔法，对明朝十七...
罗马人的故事1,盐野七生 / 计丽屏 / 中信出版社 / 2011-12 / 36.00元,8.9,罗马人，智力不如希腊人，体力不如高卢人，技术不如埃特鲁利亚人，经济不如迦太基人，但为何却能一一打败对手，建立并维持庞大的罗马帝国？ 《罗马不是一天建成的》作...
被淹没和被拯救的,[意] 普里莫·莱维 / 杨晨光 / 三辉图书/上海三联书店 / 2013-3 / 32.00元,9.2,本书是意大利最具知识分子良心的天才作家普里莫•莱维的最后作品。莱维以生命完成了对纳粹暴行的见证，他的简明易懂的作品是对生活奇妙的赞颂，证明了人类的精神无法被...
明朝那些事儿（陆）,当年明月 / 中国海关出版社 / 2008-11 / 28.80,8.8,主要讲述了晚明由“三大案”引发的党争，魏忠贤兴起及袁崇焕之奋战。自张居正去世后，便无人敢管万历，为争国本、查妖书、打闷棍，他与大臣展开拉锯战，三十年不上朝。...
皇帝圆舞曲,高林 / 东方出版社 / 2019-3 / 68.00,9.3,本书多角度地展示了十九世纪后期欧洲的社会画卷，追忆了一战前老欧洲最后的和平与繁荣，通过对伏尔泰、腓特烈二世、拿破仑三世、俾斯麦、威廉二世、弗兰茨•约瑟夫皇帝...
中央帝国的哲学密码,郭建龙 / 鹭江出版社 / 2018-8 / 78.00元,8.1,另有《中央帝国的军事密码》预计将于2019年7月出版，详见→https://book.douban.com/subject/33454876/ 《中央帝国的...
海洋与文明,[美] 林肯·佩恩 / 陈建军、罗燚英 / 天津人民出版社 / 2017-4 / 128.00元,8.2,一部海洋视角的世界史，一部关于航海者的史诗 本书荣获美国《选择》杂志2014年度“杰出学术著作奖” ……………… ※媒体推荐※ 尽管地球表面的70%都被水覆...
黑羊与灰鹰,[英] 丽贝卡·韦斯特 / 向洪全、夏娟、陈丹杰 / 中信出版集团·见识城邦 / 2019-4 / 178.00元,8.9,◆史诗级的纪实文学典范 逾半世纪历久不衰的巴尔干必读文本 ◆兰登书屋、《卫报》、《国家评论》一致评选为“20世纪百佳非虚构作品” ··· 【内容简介】...
修仙,康儒博 / 顾漩 / 江苏人民出版社 / 2019-3 / 48.00元,7.4,求神问仙是中国中古时期宗教表达的重要形式，也为道教的产生奠定了基础。一直以来，中古时期的仙和修仙者都被描绘成一群神秘、隐匿的人。而康儒博在这项开创性研究中的...
南京大屠杀,[美] 张纯如 / 谭春霞、焦国林 / 中信出版社 / 2013-1 / 49.00元,9.4,张纯如版《南京大屠杀》， 一部令国人流泪的书，所有的中国人都要看的书！ ★★★★★ 编辑推荐： 中信版《南京大屠杀》的独特价值 1. 《南京大屠杀：第二次世...
博物馆里的极简中国史,张经纬 / 铁葫芦·北京联合出版公司 / 2018-12 / 52.00,7.7,众多名家一致激赏、罗辑思维连续三期推荐的新锐作者张经纬，第一部大众通识作品 兼具硬派知识与叙事魅力的原创极简史 文字记载的只是半部历史，另外半部让文物告诉你...
世界简史,赫伯特·乔治·威尔斯 / 谢凯 / 民主与建设出版社 / 2015-10-1 / 39.8,7.2,★《世界简史》由林徽因等译介，在中国长销70周年。 ★《世界简史》，全世界狂销200万册，被翻译成30多个国家的文字，50多个版本，可谓是经典中的经典。 ★...
